workload	opcode	result_type	operand_types	count	share_percent
TOTAL	call	i32	ptr,ptr,double,i32,i32,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,double,double,double,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,i32,i32,double,double,double,i64,double,double,double,i32,double,double,double,i64,i32,double,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,i32,i32,double,double,double,i64,double,double,double,i32,double,double,double,i64,i64,double,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,i32,i32,double,i32,i32,i32,i32,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,i32,i32,i32,double,double,double,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,i32,i32,i32,double,double,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,i32,i32,i32,i32,i32,i32,i32,i32,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,i32,i32,i32,i32,i32,i32,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,i32,i32,i32,ptr,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,i32,ptr,i32,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,ptr,i64,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,ptr,ptr,i32,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,ptr,ptr,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i32,ptr,ptr,ptr,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i64,i64,i64,i64,i32,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,i64,i64,i64,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,double,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,i32,double,double,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,i32,i32,double,double,double,double,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,i32,i32,i32,i32,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,i32,ptr,i32,ptr,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,i32,ptr,ptr,i32,ptr,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,i32,ptr,ptr,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,i32,ptr,ptr,ptr,i32,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,i32,ptr,ptr,ptr,i64,i32,ptr,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,i32,ptr,ptr,ptr,ptr,i32,ptr,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,ptr,i16,i16,ptr,ptr,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,ptr,i64,i32,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,ptr,ptr,i64,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,ptr,ptr,ptr,i1,i1,i1,ptr,i1,ptr,ptr,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,ptr,ptr,ptr,i1,ptr	1	0.000053
TOTAL	call	i32	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,i32,ptr,i32,ptr,ptr	1	0.000053
TOTAL	call	i64	i1,i32,ptr	1	0.000053
TOTAL	call	i64	i32,i32,i64,ptr	1	0.000053
TOTAL	call	i64	i32,i64,i64,i64,ptr	1	0.000053
TOTAL	call	i64	i64,i1,ptr	1	0.000053
TOTAL	call	i64	i64,i64,i64,i64,i32,ptr	1	0.000053
TOTAL	call	i64	ptr,i64,i32,ptr	1	0.000053
TOTAL	call	i64	ptr,ptr,i32,i32,ptr,ptr,ptr	1	0.000053
TOTAL	call	i64	ptr,ptr,i32,ptr,ptr	1	0.000053
TOTAL	call	i64	ptr,ptr,i64,ptr,ptr	1	0.000053
TOTAL	call	i64	ptr,ptr,ptr,i64,ptr	1	0.000053
TOTAL	call	i8	ptr,i32,i32,ptr	1	0.000053
TOTAL	call	i8	ptr,ptr,i32,ptr	1	0.000053
TOTAL	call	ptr	[2 x ptr],[2 x ptr],ptr,ptr	1	0.000053
TOTAL	call	ptr	double,ptr	1	0.000053
TOTAL	call	ptr	i32,i32,i32,i8,ptr	1	0.000053
TOTAL	call	ptr	i32,i32,ptr,i32,ptr,double,ptr	1	0.000053
TOTAL	call	ptr	i32,i32,ptr,i32,ptr,i32,i32,i32,ptr	1	0.000053
TOTAL	call	ptr	i32,i32,ptr,i32,ptr,ptr,i32,ptr,ptr	1	0.000053
TOTAL	call	ptr	i32,i64,ptr,ptr	1	0.000053
TOTAL	call	ptr	i32,ptr,ptr,i32,double,ptr	1	0.000053
TOTAL	call	ptr	i32,ptr,ptr,i32,i32,i32,i32,i32,i32,ptr	1	0.000053
TOTAL	call	ptr	i32,ptr,ptr,i32,i32,ptr	1	0.000053
TOTAL	call	ptr	i32,ptr,ptr,ptr,i32,ptr	1	0.000053
TOTAL	call	ptr	ptr,double,ptr	1	0.000053
TOTAL	call	ptr	ptr,i32,i1,ptr	1	0.000053
TOTAL	call	ptr	ptr,i64,i64,ptr,ptr	1	0.000053
TOTAL	call	ptr	ptr,i8,i32,ptr	1	0.000053
TOTAL	call	ptr	ptr,i8,ptr,ptr	1	0.000053
TOTAL	call	ptr	ptr,ptr,i32,i32,i32,i32,ptr,ptr	1	0.000053
TOTAL	call	ptr	ptr,ptr,i32,i32,ptr,ptr	1	0.000053
TOTAL	call	ptr	ptr,ptr,i32,ptr,i32,ptr,i32,ptr	1	0.000053
TOTAL	call	ptr	ptr,ptr,i32,ptr,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	ptr	ptr,ptr,ptr,i32,i32,ptr,ptr	1	0.000053
TOTAL	call	ptr	ptr,ptr,ptr,i64,ptr,ptr	1	0.000053
TOTAL	call	ptr	ptr,ptr,ptr,ptr,i32,i32,ptr	1	0.000053
TOTAL	call	ptr	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	[2 x i64],ptr	1	0.000053
TOTAL	call	void	double,ptr,ptr,double,ptr,ptr,ptr,ptr,ptr,ptr,ptr,i1,i1,ptr	1	0.000053
TOTAL	call	void	double,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	double,ptr,ptr,ptr,double,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,i1,double,double,i1,i1,ptr	1	0.000053
TOTAL	call	void	i32,i16,i32,i32,i32,i32,i32,ptr,i32,ptr,ptr	1	0.000053
TOTAL	call	void	i32,i32,i16,i32,i32,ptr,ptr,i32,i32,i32,i32,i32,i32,i32,i32,ptr	1	0.000053
TOTAL	call	void	i32,i32,i32,i32,i16,i16,i32,ptr	1	0.000053
TOTAL	call	void	i32,i32,i32,i32,i32,i32,i16,i16,ptr	1	0.000053
TOTAL	call	void	i32,i32,i32,i32,i32,i32,i32,i32,ptr	1	0.000053
TOTAL	call	void	i32,i32,i32,i32,i32,i32,ptr	1	0.000053
TOTAL	call	void	i32,i32,i32,i32,i32,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	i32,i32,i32,i32,ptr	1	0.000053
TOTAL	call	void	i32,i32,ptr,i32,ptr	1	0.000053
TOTAL	call	void	i32,ptr,i32,i32,ptr,ptr	1	0.000053
TOTAL	call	void	i32,ptr,ptr,i32,i1,i32,ptr	1	0.000053
TOTAL	call	void	i64,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	i8,i8,ptr	1	0.000053
TOTAL	call	void	ptr,double,double,ptr	1	0.000053
TOTAL	call	void	ptr,double,i1,ptr	1	0.000053
TOTAL	call	void	ptr,float,i1,ptr	1	0.000053
TOTAL	call	void	ptr,float,ptr,ptr,i32,i32,i32,ptr,ptr,ptr,ptr,ptr,i32,i32,ptr,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,i1,i32,ptr	1	0.000053
TOTAL	call	void	ptr,i1,ptr,i1,ptr	1	0.000053
TOTAL	call	void	ptr,i16,i32,i32,ptr	1	0.000053
TOTAL	call	void	ptr,i16,i64,i1,ptr	1	0.000053
TOTAL	call	void	ptr,i16,i64,i64,i1,ptr	1	0.000053
TOTAL	call	void	ptr,i16,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,i32,i32,i1,ptr	1	0.000053
TOTAL	call	void	ptr,i32,i32,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,i32,i32,ptr,ptr,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,i32,ptr,i32,i32,i32,ptr	1	0.000053
TOTAL	call	void	ptr,i32,ptr,i32,i32,ptr,i32,ptr	1	0.000053
TOTAL	call	void	ptr,i32,ptr,i32,ptr,i32,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,i32,ptr,i32,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,i32,ptr,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,i64,i64,i32,i32,ptr	1	0.000053
TOTAL	call	void	ptr,i64,i64,i32,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,i64,i64,i64,i32,ptr	1	0.000053
TOTAL	call	void	ptr,i64,i64,i64,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,i64,ptr,i64,i32,ptr,i64,ptr	1	0.000053
TOTAL	call	void	ptr,i64,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,i8,i64,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,double,double,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,float,float,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,float,i32,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,float,ptr,i32,i64,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,i1,i32,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,i1,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,i16,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,i16,ptr,ptr,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,i32,i32,i32,i32,i32,i32,i32,i32,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,i32,i8,i32,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,i32,i8,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,i32,ptr,i32,i32,ptr,i32,ptr,i32,i32,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,i32,ptr,i32,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,i64,i64,i64,i64,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,i64,ptr,i64,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,i16,i16,i16,ptr,i1,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,i32,i32,i32,i32,i32,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,i32,i32,i32,ptr,i1,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,i32,i32,ptr,ptr,ptr,i32,i32,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,i32,ptr,i32,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,i32,ptr,ptr,ptr,i32,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,i64,i64,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,ptr,float,float,float,float,float,ptr,float,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,ptr,float,ptr,ptr,float,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,ptr,i16,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,ptr,i32,ptr,i32,ptr,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,ptr,ptr,i32,i32,ptr,ptr,i32,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,ptr,ptr,ptr,float,float,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr,i32,ptr,i32,ptr	1	0.000053
TOTAL	call	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,i32,ptr,ptr	1	0.000053
TOTAL	extractvalue	%class.btVector3	%class.btVector4	1	0.000053
TOTAL	fptosi	i16	double	1	0.000053
TOTAL	fptosi	i32	fp128	1	0.000053
TOTAL	fptosi	i64	float	1	0.000053
TOTAL	fptoui	i64	double	1	0.000053
TOTAL	fptoui	i8	double	1	0.000053
TOTAL	fptrunc	double	fp128	1	0.000053
TOTAL	fsub	fp128	fp128,fp128	1	0.000053
TOTAL	invoke	[2 x i64]	ptr,ptr,i32,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	[2 x i64]	ptr,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	float	label,label,ptr	1	0.000053
TOTAL	invoke	float	ptr,i32,label,label,ptr	1	0.000053
TOTAL	invoke	float	ptr,ptr,float,label,label,ptr	1	0.000053
TOTAL	invoke	float	ptr,ptr,ptr,float,i32,i32,label,label,ptr	1	0.000053
TOTAL	invoke	float	ptr,ptr,ptr,float,i32,label,label,ptr	1	0.000053
TOTAL	invoke	float	ptr,ptr,ptr,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i1	float,label,label,ptr	1	0.000053
TOTAL	invoke	i1	i16,label,label,ptr	1	0.000053
TOTAL	invoke	i1	ptr,i32,i32,i32,label,label,ptr	1	0.000053
TOTAL	invoke	i1	ptr,i32,i32,label,label,ptr	1	0.000053
TOTAL	invoke	i1	ptr,i32,ptr,i32,ptr,ptr,float,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i1	ptr,i32,ptr,ptr,i32,label,label,ptr	1	0.000053
TOTAL	invoke	i1	ptr,ptr,i32,i32,i32,i32,i1,label,label,ptr	1	0.000053
TOTAL	invoke	i1	ptr,ptr,ptr,ptr,float,label,label,ptr	1	0.000053
TOTAL	invoke	i1	ptr,ptr,ptr,ptr,ptr,ptr,i1,label,label,ptr	1	0.000053
TOTAL	invoke	i32	i32,i32,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	i32,ptr,i32,i32,label,label,ptr	1	0.000053
TOTAL	invoke	i32	i32,ptr,i64,label,label,ptr	1	0.000053
TOTAL	invoke	i32	i32,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	i32,ptr,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,i1,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,i32,i32,i32,i32,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,i64,i64,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,i64,ptr,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,i64,ptr,ptr,ptr,ptr,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,i1,i32,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,i1,ptr,ptr,ptr,i1,i1,ptr,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,i32,i1,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,i32,i32,ptr,ptr,i1,i1,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,i32,i64,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,i32,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,i64,i64,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,i64,i64,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,ptr,i32,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,ptr,ptr,ptr,i32,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,ptr,ptr,ptr,ptr,i32,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i32	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	i64	ptr,[2 x i64],label,label,ptr	1	0.000053
TOTAL	invoke	i64	ptr,ptr,i64,label,label,ptr	1	0.000053
TOTAL	invoke	ptr	ptr,float,label,label,ptr	1	0.000053
TOTAL	invoke	void	i32,i1,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	void	i32,label,label,ptr	1	0.000053
TOTAL	invoke	void	i32,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,double,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,float,i1,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,i1,i32,i32,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,i1,ptr,i1,i1,i1,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,i32,i32,i32,i32,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,i32,i32,ptr,i32,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,i32,i64,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,i32,ptr,i1,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,i64,i1,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,i64,ptr,i64,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,i64,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,i64,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,float,float,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,float,i32,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,i1,i1,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,i32,i32,i32,i32,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,i32,i8,i32,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,i32,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,i32,ptr,ptr,ptr,i32,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,float,i32,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,i16,ptr,i1,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,i32,float,float,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,i32,i32,float,float,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,i32,i64,ptr,i1,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,i32,ptr,i16,i16,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,i32,ptr,i16,i16,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,ptr,float,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,ptr,float,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,ptr,i1,i1,i1,ptr,ptr,i64,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,ptr,i16,i16,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,ptr,i32,ptr,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,ptr,ptr,i1,ptr,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,ptr,ptr,ptr,float,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,ptr,ptr,ptr,i1,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,ptr,ptr,ptr,i32,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr,float,label,label,ptr	1	0.000053
TOTAL	invoke	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,label,label,ptr	1	0.000053
TOTAL	landingpad	{ ptr, i32 }	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	1	0.000053
TOTAL	load	%class.btVector4	ptr	1	0.000053
TOTAL	phi	fp128	fp128,fp128	1	0.000053
TOTAL	ret	void	%class.btVector4	1	0.000053
TOTAL	store	void	%class.btVector3,ptr	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
TOTAL	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000053
